Topic,Count,Name,Representation,Representative_Docs
132,151,132_uitslagen_bekend_resultaten_binnen,"['uitslagen', 'bekend', 'resultaten', 'binnen', 'zijn', 'al', 'waren', 'vroeg', 'zien', 'af']","['Zijn er al uitslagen bekend?', 'Zijn er al uitslagen bekend?', 'Zijn de uitslagen van 17 en 22 mei al bekend?']"
133,193,133_vraag_vaccin_vaccinatie_corona,"['vraag', 'vaccin', 'vaccinatie', 'corona', 'betrekking', 'over', 'kosten', 'medicijngebruik', 'omtrent', 'verder']","['Ik zit met wat vragen omtrent het nemen van het corona-vaccin.', 'Mijn zwager  heeft een vraag over het Corona-vaccin.', 'Verder heb ik een vraag omtrent het corona vaccin.']"
134,112,134_medicijnen_extra_ijzer_hierbij,"['medicijnen', 'extra', 'ijzer', 'hierbij', 'schema', 'voorbij', 'beperkt', 'vit', 'fulltime', 'golimumab']","['Daarbij hebben ze ook extra bloed geprikt voor ijzer waarde en vitamine waarde.', 'Er is extra geprikt op ijzer en vit b12 vanwege vermoeidheidsklachten.', 'Op 20 juli heb ik een infuus van de Ustekinumab gehad en hierbij is bloed geprikt geworden om de waarde te bepalen van de bloedspiegel.']"
135,96,135_dgs_500_mg_chew,"['dgs', '500', 'mg', 'chew', 'calci', 'd3', 'omeprazol', 'sulfasalazine', '800', 'daags']","['* Omeprazol 20 mg 1 x dgs 1 * Forlax 10 2 x dgs 1 * Calci chew D3 500 mg/800 I.E.', 'dames en heer,  Ik zou graag de volgende medicijnen willen bestellen: Sulfasalazine 500 mg 3 x dgs 2 Omeprazol 20 mg 1 x dgs 1 Calchi Chew D3 500 mg/800I.E.', 'Ik zou graag de volgende medicijnen willen bestellen: Sulfasalazine 500 mg 3 x dgs 2 Omeprazol 20 mg 1 x dgs 1 Calchi Chew D3 500 mg/800I.E.']"
136,71,136_vedoluzimab_gewrichtsklachten_concrete_iig,"['vedoluzimab', 'gewrichtsklachten', 'concrete', 'iig', 'kreeg', 'pentasa', 'herkent', 'bv', 'remmer', 'recent']","['Ik kreeg recent van mijn apotheek de vraag of ze een nieuw recept voor de Pentasa konden krijgen.', 'Ik kreeg recent van mijn apotheek de vraag of ze een nieuw recept voor de Pentasa konden krijgen.', 'Ik kreeg recent van mijn apotheek de vraag of ze een nieuw recept voor de Pentasa konden krijgen.']"
137,86,137_bellen_service_id_tegenbericht,"['bellen', 'service', 'id', 'tegenbericht', 'fax', 'uiteraard', 'adviseur', 'pensioenfonds', 'verloskundigen', 'gefaxt']","['Zou u deze door kunnen sturen naar : Apotheek   T  F  E   Alvast bedankt en mochten er nog vragen zijn dan hoor ik dat uiteraard graag.', 'Zou u deze door kunnen sturen naar : Apotheek   T  F  E   Alvast bedankt en mochten er nog vragen zijn dan hoor ik dat uiteraard graag.', 'Zou u deze door kunnen sturen naar : Apotheek   T  F  E   Alvast bedankt en mochten er nog vragen zijn dan hoor ik dat uiteraard graag.']"
138,57,138_alvast_bedankt_hartelijk_vriendelijk,"['alvast', 'bedankt', 'hartelijk', 'vriendelijk', 'harte', 'dank', 'vr', 'grtjes', 'verzamelbakje', 'spons']","['Alvast hartelijk dank', 'Alvast hartelijk dank,', 'Alvast hartelijk dank,']"
139,127,139_verwacht_duidelijk_moeder_bedoel,"['verwacht', 'duidelijk', 'moeder', 'bedoel', 'dacht', 'inderdaad', 'prima', 'genoteerd', 'voorkeur', 'conclusie']","['dat is ook prima.', 'Dat is prima voor mij.', 'Jeetje dat had ik niet verwacht.']"
140,101,140_calprotectine_waarde_bekend_hoog,"['calprotectine', 'waarde', 'bekend', 'hoog', 'al', 'spiegels', 'laag', 'bepalen', 'inmiddels', 'bloeduitslagen']","['is de waarde van de calprotectine nu bekend?', 'is de waarde van de calprotectine nu bekend?', 'is de waarde van de calprotectine nu bekend?']"
141,70,141_gebeld_ontvangen_gezocht_geworden,"['gebeld', 'ontvangen', 'gezocht', 'geworden', 'ingeleverd', 'heeft', 'helaas', 'recept', 'doorgekregen', 'geen']","['Helaas heeft ze niet gebeld.', 'Helaas ben ik niet gebeld...', 'Ze heeft helaas niet gebeld.']"
142,238,142_gaat_goed_rest_alles,"['gaat', 'goed', 'rest', 'alles', 'moment', 'prima', 'half', 'met', 'het', 'hoe']","['en ,  Het gaat niet goed.', 'Alles gaat goed.', 'het gaat niet goed met mij.']"
143,50,143_hoor_jullie_graag_nuchter,"['hoor', 'jullie', 'graag', 'nuchter', 'van', 'hierover', 'verneem', 'denken', 'as', 'kant']","['Ik hoor graag van jullie.', 'Ik hoor graag van jullie.', 'Ik hoor graag van jullie.']"
144,71,144_gefaxt_faxen_herhaalrecept_apotheek,"['gefaxt', 'faxen', 'herhaalrecept', 'apotheek', 'doen', 'naar', 'worden', 'wat', 'moet', 'kunnen']","['Zou er weer een herhaalrecept gefaxt kunnen worden naar de [APOTHEEK] in ?', 'Zou er een herhaalrecept gefaxt kunnen worden naar de [APOTHEEK] in ?', 'Zou er een herhaalrecept gefaxt kunnen worden naar de [APOTHEEK] in ?']"
145,58,145_alvast_vriendelijk_hartelijk_dank,"['alvast', 'vriendelijk', 'hartelijk', 'dank', 'hoor', 'bedankt', 'graag', 'enorm', 'je', 'jullie']","['Alvast vriendelijk bedankt.', 'Alvast vriendelijk bedankt.', 'Alvast vriendelijk bedankt.']"
146,91,146_dringend_merkte_behoorlijk_vrouw,"['dringend', 'merkte', 'behoorlijk', 'vrouw', 'toiletbezoeken', 'vallen', 'geduurd', 'merk', 'merken', 'toiletbezoek']","['Ik heb vanmorgen de periodieke gezondheidscheck ingevuld en daarbij ingevuld dat ik mij prima voel en het ook goed gaat met de Colitis.', 'Ik heb een lichte vorm van besmetting gehad, die door Humira veel te lang geduurd heeft en waardoor ik behoorlijk ziek ben geweest.', ""Met mijn darmen gaat het redelijk goed, mijn ontlasting is wel niet perfect maar dat kan ook komen doordat ik het héél druk heb op mijn werk, wat natuurlijk ook z'n invloed heeft op mijn darmen.""]"
147,128,147_ontlasting_normale_waterige_diaree,"['ontlasting', 'normale', 'waterige', 'diaree', 'dunne', 'aandrang', 'vaste', 'lucht', 'gemiddeld', 'bloedverlies']","['Is maar een enkele keer dat ik “normale” ontlasting heb.', 'Ik heb al meer dan 8 wekenn voor mij geen normale ontlasting ,regelmatig diaree en dunne ontlasting.', 'Had ik de laatste jaren gemiddeld 2xdd ontlasting en slechts incidenteel diaree, nu is dat 4xdd en regelmatig diaree.']"
148,71,148_gedaald_lockdown_zag_minimaal,"['gedaald', 'lockdown', 'zag', 'minimaal', 'huidge', 'besloten', 'waardes', 'norm', 'berekening', 'bloedwaarden']","['Daar hebben ze mij verteld dat mijn ontstekingen niet voldoende gedaald waren en heb vervolgens nog een thuis test gedaan en zag dat de ontstekingswaardes toch goed gedaald waren naar 309.', 'Ik zal het morgen meteen al doorgeven , dat het samen kan hangen met de ibd  De ellende heeft nu echt al lang genoeg geduurd ,dat ik snachts mijn ogen niet eens open krijg om naar het toilet te kunnen gaan', 'Gezien ik momenteel weer ‘terug’ op de werkvloer ben voor 15 uurtjes en wij ons nu in de lockdown bevinden ( kapsalon ), staat er ons na deze lockdown een drukke periode te wachten waarin mijn bazin ook aan mij gevraagd heeft om indien mogelijk wat extra te werken.']"
